Sweep	Model_size	log_marg	log_cond_post	Model
19006	2	-21921.53582056	-21946.96121832	1 9 
19007	2	-21921.53582056	-21946.96121832	1 9 
19008	1	-21923.74750986	-21947.36409799	9 
19009	1	-21923.74750986	-21947.36409799	9 
19010	1	-21923.74750986	-21947.36409799	9 
19011	1	-21923.74750986	-21947.36409799	9 
19012	1	-21923.74750986	-21947.36409799	9 
19013	3	-21923.42131171	-21950.36073649	2 9 15 
19014	3	-21923.62735032	-21950.56677509	2 8 9 
19015	3	-21923.54663999	-21950.46778703	2 9 15 
19016	3	-21923.75268864	-21950.67383568	2 8 9 
19017	3	-21923.54663999	-21950.46778703	2 9 15 
19018	2	-21921.37240766	-21946.88055795	2 9 
19019	2	-21926.11732936	-21951.62547965	9 12 
19020	2	-21920.97363174	-21946.34972436	2 9 
19021	2	-21920.97363174	-21946.34972436	2 9 
19022	2	-21920.68404135	-21946.10603153	2 9 
19023	2	-21920.68404135	-21946.10603153	2 9 
19024	2	-21920.68404135	-21946.10603153	2 9 
19025	1	-21923.63913905	-21947.30327131	9 
19026	2	-21922.60731733	-21948.02930751	4 9 
19027	2	-21922.48443049	-21947.97346618	4 9 
19028	2	-21922.54067091	-21947.99504666	4 9 
19029	1	-21923.99819026	-21947.76786617	9 
19030	1	-21923.95894651	-21947.68547234	9 
19031	2	-21923.25151543	-21948.73589918	4 9 
19032	1	-21923.95894651	-21947.68547234	9 
19033	2	-21923.42184734	-21949.00663731	4 9 
19034	1	-21923.80506563	-21947.42815042	9 
19035	2	-21922.94192317	-21948.32286587	4 9 
19036	2	-21922.94192317	-21948.32286587	4 9 
19037	2	-21922.83179988	-21948.20608858	4 9 
19038	2	-21920.90827227	-21946.28256097	2 9 
19039	2	-21921.19945401	-21946.62729827	2 9 
19040	2	-21921.19945401	-21946.62729827	2 9 
19041	2	-21921.19945401	-21946.62729827	2 9 
19042	2	-21921.19945401	-21946.62729827	2 9 
19043	2	-21921.19945401	-21946.62729827	2 9 
19044	2	-21921.19945401	-21946.62729827	2 9 
19045	3	-21924.06168852	-21951.02089328	2 9 15 
19046	3	-21922.61536925	-21950.03529088	2 9 15 
19047	2	-21926.15658934	-21951.63166147	9 15 
19048	2	-21926.17975103	-21951.6408328	9 15 
19049	2	-21926.17975103	-21951.6408328	9 15 
19050	2	-21925.34882746	-21950.80990922	9 12 
19051	3	-21923.83692754	-21950.78999169	2 9 12 
19052	2	-21925.45120356	-21950.86382267	9 12 
19053	2	-21925.45120356	-21950.86382267	9 12 
19054	3	-21923.83692754	-21950.78999169	2 9 12 
19055	3	-21925.68304049	-21953.16930956	2 9 12 
19056	2	-21921.93475177	-21947.8805758	2 9 
19057	2	-21921.93475177	-21947.8805758	2 9 
19058	2	-21921.93475177	-21947.8805758	2 9 
19059	2	-21920.62187777	-21946.07383002	2 9 
19060	2	-21920.58685842	-21946.05927137	2 9 
19061	2	-21920.58685842	-21946.05927137	2 9 
19062	1	-21924.04183454	-21947.86625194	9 
19063	2	-21921.83717247	-21947.41944779	1 9 
19064	3	-21927.50017991	-21954.48045955	5 8 9 
19065	3	-21923.52941049	-21950.7830939	1 2 9 
19066	2	-21924.8252066	-21950.53844497	5 9 
19067	2	-21924.54604054	-21950.73978264	5 9 
19068	2	-21925.64212521	-21951.05120934	5 9 
19069	2	-21925.80552454	-21951.27962662	5 9 
19070	3	-21925.52775851	-21952.91735322	2 9 12 
19071	2	-21920.95734299	-21946.33238493	2 9 
19072	2	-21920.72258006	-21946.12988585	2 9 
19073	2	-21920.72258006	-21946.12988585	2 9 
19074	2	-21920.72258006	-21946.12988585	2 9 
19075	2	-21920.72258006	-21946.12988585	2 9 
19076	2	-21920.72258006	-21946.12988585	2 9 
19077	2	-21921.06554283	-21946.47284862	1 9 
19078	3	-21923.34379375	-21950.29154458	2 6 9 
19079	2	-21921.06554283	-21946.47284862	1 9 
19080	2	-21920.81919594	-21946.37447008	1 9 
19081	2	-21921.14628495	-21946.53188	1 9 
19082	2	-21921.26426558	-21946.63839467	1 9 
19083	2	-21921.26426558	-21946.63839467	1 9 
19084	2	-21920.95037822	-21946.41044358	1 9 
19085	2	-21920.84604628	-21946.37854265	1 9 
19086	2	-21920.84604628	-21946.37854265	1 9 
19087	2	-21920.33826913	-21946.66324086	1 9 
19088	2	-21920.33826913	-21946.66324086	1 9 
19089	2	-21920.33826913	-21946.66324086	1 9 
19090	2	-21920.27593155	-21946.76272112	1 9 
19091	3	-21923.39536803	-21950.73343859	1 7 9 
19092	2	-21920.61056711	-21946.40819264	1 9 
19093	2	-21920.96724189	-21946.34287576	2 9 
19094	2	-21920.57405781	-21946.05461982	2 9 
19095	2	-21920.57405781	-21946.05461982	2 9 
19096	2	-21920.57405781	-21946.05461982	2 9 
19097	2	-21920.91698599	-21946.397548	1 9 
19098	2	-21920.75481433	-21946.37210858	1 9 
19099	2	-21920.75481433	-21946.37210858	1 9 
19100	2	-21920.41193053	-21946.02922478	2 9 
19101	2	-21920.41193053	-21946.02922478	2 9 
19102	2	-21920.41193053	-21946.02922478	2 9 
19103	2	-21920.67825366	-21946.10270114	2 9 
19104	2	-21920.67825366	-21946.10270114	2 9 
19105	2	-21920.09756845	-21946.19274546	2 9 
19106	2	-21921.45756999	-21947.01620003	2 9 
19107	2	-21921.97828599	-21947.96659661	2 9 
19108	2	-21921.78721631	-21947.5969623	2 9 
19109	2	-21919.85532876	-21946.56959399	2 9 
19110	2	-21920.14658147	-21946.14568555	2 9 
19111	2	-21920.14658147	-21946.14568555	2 9 
19112	2	-21920.71296131	-21946.12366224	2 9 
19113	2	-21920.44123027	-21946.02896618	2 9 
19114	2	-21920.44123027	-21946.02896618	2 9 
19115	2	-21920.44123027	-21946.02896618	2 9 
19116	2	-21920.44123027	-21946.02896618	2 9 
19117	2	-21920.44123027	-21946.02896618	2 9 
19118	2	-21920.44123027	-21946.02896618	2 9 
19119	2	-21921.10131977	-21946.49857455	2 9 
19120	2	-21922.26374559	-21948.55309378	2 9 
19121	2	-21922.26374559	-21948.55309378	2 9 
19122	2	-21922.26374559	-21948.55309378	2 9 
19123	2	-21922.26374559	-21948.55309378	2 9 
19124	2	-21921.4880546	-21947.06634018	2 9 
19125	2	-21922.3004342	-21948.63096892	2 9 
19126	2	-21922.09846623	-21948.20902848	2 9 
19127	2	-21922.09846623	-21948.20902848	2 9 
19128	2	-21921.86882356	-21947.75227352	2 9 
19129	2	-21921.94296391	-21947.89672537	2 9 
19130	2	-21921.83715751	-21947.6915325	2 9 
19131	2	-21921.83715751	-21947.6915325	2 9 
19132	2	-21921.52230678	-21947.12362422	2 9 
19133	2	-21921.8653871	-21947.46670454	1 9 
19134	2	-21920.50758132	-21946.4732288	1 9 
19135	2	-21920.41587039	-21946.56236776	1 9 
19136	2	-21920.07310772	-21946.21960509	2 9 
