Sweep	Model_size	log_marg	log_cond_post	Model
53483	3	-21927.91592297	-21955.54784689	4 9 13 
53484	2	-21926.51466136	-21952.60614025	8 9 
53485	1	-21924.24429067	-21948.39930134	9 
53486	2	-21920.90823771	-21946.39457812	1 9 
53487	2	-21920.90823771	-21946.39457812	1 9 
53488	2	-21922.78787019	-21949.28509492	1 9 
53489	2	-21922.78787019	-21949.28509492	1 9 
53490	2	-21922.78787019	-21949.28509492	1 9 
53491	2	-21921.84359771	-21947.43015065	1 9 
53492	2	-21921.41665529	-21946.80745187	1 9 
53493	2	-21921.41665529	-21946.80745187	1 9 
53494	2	-21921.24178948	-21946.61636123	1 9 
53495	2	-21920.56881283	-21946.43034145	1 9 
53496	2	-21920.97499994	-21946.42149772	1 9 
53497	2	-21920.97499994	-21946.42149772	1 9 
53498	2	-21920.63205762	-21946.0785554	2 9 
53499	2	-21920.97499994	-21946.42149772	1 9 
53500	2	-21920.8529142	-21946.37986599	1 9 
53501	2	-21920.17289295	-21946.96673246	1 9 
53502	2	-21920.17289295	-21946.96673246	1 9 
53503	2	-21920.62453599	-21946.40201247	1 9 
53504	2	-21920.41287225	-21946.02918122	2 9 
53505	2	-21920.41287225	-21946.02918122	2 9 
53506	2	-21920.41287225	-21946.02918122	2 9 
53507	2	-21920.41287225	-21946.02918122	2 9 
53508	2	-21920.41287225	-21946.02918122	2 9 
53509	1	-21923.50488221	-21947.36333326	9 
53510	2	-21920.75575633	-21946.3720653	1 9 
53511	2	-21920.78768918	-21946.37198101	1 9 
53512	2	-21920.78768918	-21946.37198101	1 9 
53513	2	-21920.78768918	-21946.37198101	1 9 
53514	2	-21922.36773038	-21947.95202221	4 9 
53515	2	-21920.78768918	-21946.37198101	1 9 
53516	2	-21922.36773038	-21947.95202221	4 9 
53517	2	-21922.36773038	-21947.95202221	4 9 
53518	2	-21921.85112903	-21948.34872064	4 9 
53519	2	-21920.36078211	-21946.03521286	2 9 
53520	2	-21919.94982604	-21946.39183927	2 9 
53521	2	-21919.94982604	-21946.39183927	2 9 
53522	2	-21920.21796357	-21946.09242757	2 9 
53523	3	-21921.91032262	-21949.32523166	2 3 9 
53524	2	-21920.21796357	-21946.09242757	2 9 
53525	2	-21921.11562867	-21946.5166065	2 9 
53526	2	-21921.11562867	-21946.5166065	2 9 
53527	2	-21920.41970548	-21946.0289358	2 9 
53528	2	-21920.41970548	-21946.0289358	2 9 
53529	2	-21920.41970548	-21946.0289358	2 9 
53530	2	-21920.41970548	-21946.0289358	2 9 
53531	2	-21920.20965371	-21946.09773422	2 9 
53532	2	-21920.20965371	-21946.09773422	2 9 
53533	2	-21920.20965371	-21946.09773422	2 9 
53534	2	-21920.20965371	-21946.09773422	2 9 
53535	2	-21920.20965371	-21946.09773422	2 9 
53536	2	-21920.20965371	-21946.09773422	2 9 
53537	2	-21920.20965371	-21946.09773422	2 9 
53538	3	-21923.82653283	-21951.0756017	2 5 9 
53539	3	-21923.08524527	-21950.33431413	2 9 11 
53540	3	-21923.08524527	-21950.33431413	2 9 11 
53541	2	-21920.33293012	-21946.04155395	2 9 
53542	2	-21920.33293012	-21946.04155395	2 9 
53543	2	-21920.33293012	-21946.04155395	2 9 
53544	2	-21920.33293012	-21946.04155395	2 9 
53545	2	-21920.33293012	-21946.04155395	2 9 
53546	2	-21920.33293012	-21946.04155395	2 9 
53547	1	-21923.46537981	-21947.41614571	9 
53548	1	-21923.46537981	-21947.41614571	9 
53549	2	-21920.17784509	-21946.1201966	2 9 
53550	2	-21920.17784509	-21946.1201966	2 9 
53551	2	-21920.17784509	-21946.1201966	2 9 
53552	2	-21920.4425205	-21946.02900633	2 9 
53553	2	-21920.4425205	-21946.02900633	2 9 
53554	2	-21921.28034802	-21946.74181714	2 9 
53555	2	-21921.28034802	-21946.74181714	2 9 
53556	2	-21921.28034802	-21946.74181714	2 9 
53557	2	-21921.28034802	-21946.74181714	2 9 
53558	1	-21923.87684287	-21947.53399325	9 
53559	2	-21921.22493591	-21946.66258714	2 9 
53560	2	-21920.85560549	-21946.2332868	2 9 
53561	2	-21920.85560549	-21946.2332868	2 9 
53562	1	-21923.39146273	-21947.56673091	9 
53563	1	-21923.76639758	-21947.38290924	9 
53564	2	-21920.94046874	-21946.31483832	2 9 
53565	2	-21920.22726161	-21946.08676057	2 9 
53566	2	-21920.51388247	-21946.03775123	2 9 
53567	2	-21920.51388247	-21946.03775123	2 9 
53568	2	-21920.51388247	-21946.03775123	2 9 
53569	2	-21920.51388247	-21946.03775123	2 9 
53570	2	-21920.51388247	-21946.03775123	2 9 
53571	2	-21920.51388247	-21946.03775123	2 9 
53572	2	-21920.51388247	-21946.03775123	2 9 
53573	2	-21920.51388247	-21946.03775123	2 9 
53574	3	-21924.43985336	-21951.50416716	1 5 9 
53575	1	-21923.55484851	-21947.32085936	9 
53576	1	-21923.55484851	-21947.32085936	9 
53577	1	-21923.55484851	-21947.32085936	9 
53578	3	-21923.02056056	-21950.08487437	2 9 14 
53579	2	-21920.51388247	-21946.03775123	2 9 
53580	1	-21923.55484851	-21947.32085936	9 
53581	1	-21924.08254376	-21947.96390093	9 
53582	2	-21921.57580351	-21947.2150186	2 9 
53583	1	-21924.08254376	-21947.96390093	9 
53584	3	-21926.67604051	-21953.85570064	4 8 9 
53585	2	-21921.57580351	-21947.2150186	2 9 
53586	2	-21921.57580351	-21947.2150186	2 9 
53587	2	-21921.57580351	-21947.2150186	2 9 
53588	2	-21919.96259549	-21946.37099274	2 9 
53589	2	-21919.96259549	-21946.37099274	2 9 
53590	2	-21919.96259549	-21946.37099274	2 9 
53591	2	-21920.30530825	-21946.7137055	1 9 
53592	3	-21922.4634771	-21950.4123194	1 8 9 
53593	3	-21922.53325965	-21949.95425688	2 9 10 
53594	3	-21922.53325965	-21949.95425688	2 9 10 
53595	2	-21920.55704918	-21946.43760137	1 9 
53596	2	-21920.21423076	-21946.09478294	2 9 
53597	2	-21920.31378509	-21946.70027599	1 9 
53598	2	-21920.31378509	-21946.70027599	1 9 
53599	2	-21920.31378509	-21946.70027599	1 9 
53600	2	-21919.97106829	-21946.35755919	2 9 
53601	2	-21919.97106829	-21946.35755919	2 9 
53602	2	-21919.97106829	-21946.35755919	2 9 
53603	2	-21919.97106829	-21946.35755919	2 9 
53604	2	-21919.97106829	-21946.35755919	2 9 
53605	2	-21919.97106829	-21946.35755919	2 9 
53606	2	-21919.97106829	-21946.35755919	2 9 
53607	2	-21919.97106829	-21946.35755919	2 9 
53608	2	-21919.97106829	-21946.35755919	2 9 
53609	2	-21919.97106829	-21946.35755919	2 9 
53610	2	-21919.97106829	-21946.35755919	2 9 
53611	2	-21922.08148634	-21948.17435555	2 9 
53612	2	-21919.72281211	-21946.89549771	2 9 
53613	1	-21923.24568677	-21948.10737686	9 
53614	3	-21922.31203229	-21950.47202534	2 7 9 
53615	3	-21923.91320698	-21950.85072904	2 6 9 
53616	2	-21921.10061054	-21946.49768756	2 9 
53617	2	-21921.10061054	-21946.49768756	2 9 
53618	3	-21923.87023526	-21950.80775732	2 9 10 
53619	2	-21921.10061054	-21946.49768756	2 9 
53620	2	-21921.10061054	-21946.49768756	2 9 
53621	2	-21921.10061054	-21946.49768756	2 9 
53622	2	-21921.44364078	-21946.8407178	1 9 
53623	2	-21921.44364078	-21946.8407178	1 9 
53624	2	-21921.44364078	-21946.8407178	1 9 
53625	2	-21921.74826331	-21947.27505339	1 9 
53626	2	-21921.74826331	-21947.27505339	1 9 
53627	2	-21920.93631047	-21946.40471257	1 9 
53628	3	-21924.07990126	-21951.08874839	1 6 9 
53629	2	-21921.03646136	-21946.45457681	1 9 
53630	2	-21920.50062798	-21946.47891405	1 9 
53631	2	-21920.50062798	-21946.47891405	1 9 
53632	2	-21922.2187921	-21948.10861784	1 9 
53633	2	-21922.2187921	-21948.10861784	1 9 
53634	2	-21920.83252428	-21946.37627087	1 9 
53635	1	-21923.54284072	-21947.32872939	9 
53636	1	-21923.54284072	-21947.32872939	9 
53637	1	-21923.54284072	-21947.32872939	9 
53638	2	-21920.48961828	-21946.03336487	2 9 
53639	2	-21920.59132372	-21946.06097932	2 9 
53640	2	-21920.59132372	-21946.06097932	2 9 
53641	3	-21923.86026015	-21951.31031178	1 4 9 
53642	2	-21920.31936083	-21946.04545726	2 9 
53643	2	-21920.31936083	-21946.04545726	2 9 
53644	2	-21920.57314647	-21946.05430257	2 9 
53645	1	-21923.5841898	-21947.30748798	9 
53646	1	-21923.5841898	-21947.30748798	9 
53647	3	-21923.11842157	-21950.14002272	2 6 9 
53648	1	-21923.5841898	-21947.30748798	9 
53649	1	-21923.5841898	-21947.30748798	9 
53650	2	-21922.49627473	-21947.97743083	4 9 
53651	2	-21921.757955	-21947.2904476	1 9 
53652	2	-21921.41488548	-21946.94737808	2 9 
53653	1	-21924.00238246	-21947.77701715	9 
53654	1	-21923.94535822	-21947.65837657	9 
53655	1	-21923.94535822	-21947.65837657	9 
53656	2	-21921.64340643	-21947.1142827	1 9 
53657	2	-21925.04364725	-21950.51452352	3 9 
53658	2	-21920.45827613	-21946.51728338	1 9 
53659	2	-21920.45827613	-21946.51728338	1 9 
53660	2	-21921.51768147	-21946.93669578	1 9 
53661	2	-21921.51768147	-21946.93669578	1 9 
53662	2	-21921.51768147	-21946.93669578	1 9 
53663	2	-21920.33025203	-21946.67508355	1 9 
53664	2	-21920.68576482	-21946.38189008	1 9 
53665	2	-21920.68576482	-21946.38189008	1 9 
53666	2	-21920.68576482	-21946.38189008	1 9 
53667	2	-21920.68576482	-21946.38189008	1 9 
53668	2	-21920.68576482	-21946.38189008	1 9 
53669	2	-21920.68576482	-21946.38189008	1 9 
53670	2	-21920.68576482	-21946.38189008	1 9 
53671	2	-21920.17840374	-21946.95449361	1 9 
53672	2	-21920.03610801	-21947.32337835	1 9 
53673	2	-21921.11154478	-21946.50502464	1 9 
53674	2	-21922.29185859	-21948.25122978	1 9 
53675	3	-21925.79551928	-21953.29533551	1 9 10 
53676	3	-21925.79551928	-21953.29533551	1 9 10 
53677	3	-21925.79551928	-21953.29533551	1 9 10 
53678	2	-21921.94874534	-21947.90811653	2 9 
53679	2	-21921.87804677	-21947.7700752	2 9 
53680	2	-21921.87804677	-21947.7700752	2 9 
53681	2	-21922.22115549	-21948.11318393	1 9 
53682	2	-21920.7413469	-21946.14253493	2 9 
53683	2	-21920.6611207	-21946.0932367	2 9 
53684	2	-21920.6611207	-21946.0932367	2 9 
53685	2	-21920.6611207	-21946.0932367	2 9 
53686	2	-21920.6611207	-21946.0932367	2 9 
53687	2	-21921.0040698	-21946.43618579	1 9 
53688	2	-21920.6611207	-21946.0932367	2 9 
53689	2	-21920.80989265	-21946.37347448	1 9 
53690	2	-21920.80989265	-21946.37347448	1 9 
53691	2	-21920.80989265	-21946.37347448	1 9 
53692	3	-21923.5380834	-21950.64211026	1 9 12 
53693	2	-21920.57128749	-21946.42887213	1 9 
53694	2	-21920.57128749	-21946.42887213	1 9 
53695	2	-21920.57128749	-21946.42887213	1 9 
53696	3	-21923.49752419	-21950.89555387	1 9 13 
53697	3	-21923.49752419	-21950.89555387	1 9 13 
53698	2	-21921.18965952	-21946.56836492	1 9 
53699	2	-21921.18965952	-21946.56836492	1 9 
53700	2	-21921.18965952	-21946.56836492	1 9 
53701	2	-21920.84667166	-21946.22537705	2 9 
53702	2	-21920.84667166	-21946.22537705	2 9 
53703	2	-21920.84667166	-21946.22537705	2 9 
53704	2	-21920.41306992	-21946.02917237	2 9 
53705	2	-21920.41306992	-21946.02917237	2 9 
53706	2	-21920.41306992	-21946.02917237	2 9 
53707	2	-21920.41306992	-21946.02917237	2 9 
53708	2	-21920.41306992	-21946.02917237	2 9 
53709	2	-21920.41306992	-21946.02917237	2 9 
53710	2	-21920.24700456	-21946.07566257	2 9 
53711	2	-21920.24700456	-21946.07566257	2 9 
53712	1	-21923.6924913	-21947.32264397	9 
53713	1	-21923.6924913	-21947.32264397	9 
53714	1	-21923.38847522	-21947.57436922	9 
53715	1	-21923.38847522	-21947.57436922	9 
53716	3	-21923.34231417	-21950.2997754	2 9 15 
53717	1	-21923.64520248	-21947.30436075	9 
53718	2	-21920.27603619	-21946.06160309	2 9 
53719	2	-21920.27603619	-21946.06160309	2 9 
53720	2	-21922.19867326	-21947.98424016	4 9 
53721	2	-21922.19867326	-21947.98424016	4 9 
53722	2	-21922.19867326	-21947.98424016	4 9 
53723	2	-21922.19867326	-21947.98424016	4 9 
53724	2	-21922.19867326	-21947.98424016	4 9 
53725	2	-21922.04926523	-21948.0858108	4 9 
53726	2	-21922.64707837	-21948.05398209	4 9 
53727	2	-21922.64707837	-21948.05398209	4 9 
53728	2	-21922.64707837	-21948.05398209	4 9 
53729	2	-21924.46603	-21949.87293372	3 9 
53730	2	-21921.60269709	-21947.26181639	2 9 
53731	2	-21920.07993659	-21946.21187475	2 9 
53732	2	-21921.41633665	-21946.94969069	2 9 
53733	2	-21925.5415245	-21950.9264378	5 9 
53734	2	-21920.59505387	-21946.06243965	2 9 
53735	2	-21920.63681505	-21946.08083857	2 9 
53736	1	-21923.61573108	-21947.30189668	9 
53737	2	-21920.83353044	-21946.21398498	2 9 
53738	2	-21920.83353044	-21946.21398498	2 9 
53739	2	-21920.83353044	-21946.21398498	2 9 
53740	2	-21920.83353044	-21946.21398498	2 9 
53741	2	-21920.83353044	-21946.21398498	2 9 
53742	2	-21920.83353044	-21946.21398498	2 9 
53743	2	-21920.83353044	-21946.21398498	2 9 
53744	2	-21920.83353044	-21946.21398498	2 9 
53745	2	-21921.1765158	-21946.55697034	1 9 
53746	3	-21924.64095287	-21951.55691676	1 6 9 
53747	3	-21925.16355292	-21952.1808704	1 6 9 
53748	3	-21922.48172094	-21952.00064841	1 6 9 
53749	3	-21922.10737305	-21949.89127454	1 9 14 
53750	2	-21920.37239786	-21946.61585432	1 9 
53751	2	-21920.37239786	-21946.61585432	1 9 
53752	2	-21920.80239961	-21946.37283055	1 9 
53753	2	-21921.18295667	-21946.56251775	1 9 
53754	2	-21920.99529113	-21946.43156639	1 9 
53755	2	-21920.99529113	-21946.43156639	1 9 
53756	2	-21922.16390897	-21948.00350218	1 9 
53757	2	-21922.16390897	-21948.00350218	1 9 
53758	2	-21921.07617837	-21946.47993622	1 9 
53759	3	-21922.29880661	-21949.8207795	1 9 14 
53760	2	-21920.49885943	-21946.48038729	1 9 
53761	2	-21920.49885943	-21946.48038729	1 9 
53762	2	-21920.36215041	-21946.62957368	1 9 
53763	2	-21920.36215041	-21946.62957368	1 9 
53764	2	-21920.37093487	-21946.61778659	1 9 
53765	3	-21922.10515702	-21949.89245377	1 9 14 
53766	3	-21922.10515702	-21949.89245377	1 9 14 
53767	3	-21923.3450859	-21951.59366355	1 4 9 
53768	3	-21923.3450859	-21951.59366355	1 4 9 
53769	2	-21921.77892669	-21948.48705929	4 9 
53770	2	-21921.77892669	-21948.48705929	4 9 
53771	3	-21922.97608359	-21951.22466123	2 4 9 
53772	2	-21919.85730425	-21946.56543685	2 9 
53773	2	-21919.85730425	-21946.56543685	2 9 
53774	2	-21919.85730425	-21946.56543685	2 9 
53775	2	-21920.15004782	-21946.14268902	2 9 
53776	1	-21923.36361526	-21947.64299318	9 
53777	1	-21923.36361526	-21947.64299318	9 
53778	1	-21924.0351431	-21947.85073024	9 
53779	3	-21925.08604916	-21952.19993926	2 9 13 
53780	2	-21921.48066193	-21947.05410699	2 9 
53781	2	-21920.84328054	-21946.22240951	2 9 
53782	2	-21920.67851639	-21946.10285088	2 9 
53783	2	-21921.02146945	-21946.44580393	1 9 
53784	2	-21920.41795778	-21946.5599875	1 9 
53785	2	-21920.07519422	-21946.21722394	2 9 
53786	2	-21920.69105827	-21946.38066765	1 9 
53787	3	-21923.01124456	-21950.24129898	2 7 9 
53788	2	-21920.34819408	-21946.03780346	2 9 
53789	2	-21920.34819408	-21946.03780346	2 9 
53790	2	-21920.69105827	-21946.38066765	1 9 
53791	2	-21921.17612495	-21946.55663596	1 9 
53792	2	-21921.17612495	-21946.55663596	1 9 
53793	2	-21921.17612495	-21946.55663596	1 9 
53794	2	-21921.13630816	-21946.52394805	1 9 
53795	2	-21921.13630816	-21946.52394805	1 9 
53796	2	-21921.42074432	-21946.81243165	1 9 
53797	2	-21921.68124377	-21947.1710428	1 9 
53798	2	-21920.05406129	-21947.27048135	1 9 
53799	2	-21920.26066268	-21946.78974645	1 9 
53800	2	-21920.26066268	-21946.78974645	1 9 
53801	2	-21921.09384914	-21946.49218241	1 9 
53802	2	-21921.07370979	-21946.47827205	1 9 
53803	2	-21921.07370979	-21946.47827205	1 9 
53804	2	-21921.06716402	-21946.47391512	1 9 
53805	2	-21921.06716402	-21946.47391512	1 9 
53806	2	-21921.06716402	-21946.47391512	1 9 
53807	2	-21921.06716402	-21946.47391512	1 9 
53808	2	-21921.11307756	-21946.50616393	1 9 
53809	2	-21921.11307756	-21946.50616393	1 9 
53810	2	-21921.11307756	-21946.50616393	1 9 
53811	2	-21921.11307756	-21946.50616393	1 9 
53812	2	-21921.11307756	-21946.50616393	1 9 
53813	2	-21921.11307756	-21946.50616393	1 9 
53814	2	-21921.11307756	-21946.50616393	1 9 
53815	2	-21921.11307756	-21946.50616393	1 9 
53816	2	-21920.54903179	-21946.44281211	1 9 
53817	2	-21920.97264709	-21946.42038582	1 9 
53818	2	-21920.98046065	-21946.42412309	1 9 
53819	2	-21921.16241558	-21946.54507205	1 9 
53820	2	-21921.8311678	-21947.40947721	1 9 
53821	2	-21921.8311678	-21947.40947721	1 9 
53822	2	-21920.69479024	-21946.37985402	1 9 
53823	2	-21920.69479024	-21946.37985402	1 9 
53824	2	-21920.69479024	-21946.37985402	1 9 
53825	2	-21919.98884833	-21946.33038744	2 9 
53826	2	-21921.84466851	-21947.43193773	1 9 
53827	2	-21921.51938264	-21946.93897919	1 9 
53828	2	-21921.51938264	-21946.93897919	1 9 
53829	2	-21921.51938264	-21946.93897919	1 9 
53830	2	-21920.89643983	-21946.39084687	1 9 
53831	2	-21920.89643983	-21946.39084687	1 9 
53832	2	-21920.89643983	-21946.39084687	1 9 
53833	2	-21920.89643983	-21946.39084687	1 9 
53834	2	-21920.55351687	-21946.04792391	2 9 
53835	2	-21920.55351687	-21946.04792391	2 9 
53836	2	-21920.89643983	-21946.39084687	1 9 
53837	4	-21926.0047346	-21954.9438577	2 7 9 12 
53838	3	-21923.72984651	-21950.64514066	2 9 15 
53839	2	-21920.9534525	-21946.3283016	2 9 
53840	2	-21920.9534525	-21946.3283016	2 9 
53841	1	-21923.7342702	-21947.35226527	9 
53842	2	-21920.87577854	-21946.25163153	2 9 
53843	2	-21920.811338	-21946.19541304	2 9 
53844	2	-21920.811338	-21946.19541304	2 9 
53845	3	-21922.80572652	-21949.73024659	2 3 9 
53846	2	-21924.55381104	-21949.93788607	3 9 
53847	2	-21920.811338	-21946.19541304	2 9 
53848	2	-21920.811338	-21946.19541304	2 9 
53849	2	-21921.15431904	-21946.53839408	1 9 
53850	2	-21921.15431904	-21946.53839408	1 9 
53851	2	-21920.22527921	-21946.85657416	1 9 
53852	2	-21921.41533544	-21946.8058492	1 9 
53853	2	-21921.41533544	-21946.8058492	1 9 
53854	2	-21921.54952441	-21946.97999855	1 9 
53855	2	-21921.13075011	-21946.51960538	1 9 
53856	2	-21921.6319318	-21947.09736064	1 9 
53857	2	-21921.97641243	-21947.65886622	1 9 
53858	2	-21921.97641243	-21947.65886622	1 9 
53859	2	-21920.72153564	-21946.37517452	1 9 
53860	2	-21920.72153564	-21946.37517452	1 9 
53861	2	-21920.72153564	-21946.37517452	1 9 
53862	3	-21924.20740385	-21951.13938077	2 9 11 
53863	2	-21921.07701115	-21946.46854303	2 9 
53864	2	-21920.22064988	-21946.09076106	2 9 
53865	2	-21920.22064988	-21946.09076106	2 9 
53866	2	-21920.64484132	-21946.08479767	2 9 
53867	2	-21920.64484132	-21946.08479767	2 9 
53868	3	-21923.20975901	-21951.75440448	1 4 9 
53869	2	-21919.76838564	-21946.77258607	2 9 
53870	2	-21919.76838564	-21946.77258607	2 9 
53871	2	-21920.74335491	-21946.14392758	2 9 
53872	2	-21920.74335491	-21946.14392758	2 9 
53873	2	-21920.50032419	-21946.03512451	2 9 
53874	2	-21920.27985469	-21946.05995018	2 9 
53875	2	-21920.27985469	-21946.05995018	2 9 
53876	2	-21920.27985469	-21946.05995018	2 9 
53877	2	-21920.27985469	-21946.05995018	2 9 
53878	2	-21920.27985469	-21946.05995018	2 9 
53879	2	-21924.02080757	-21949.80090306	3 9 
53880	2	-21924.02080757	-21949.80090306	3 9 
53881	3	-21923.45461902	-21950.77515955	1 2 9 
53882	2	-21920.33027729	-21946.04227464	2 9 
53883	2	-21920.33027729	-21946.04227464	2 9 
53884	2	-21920.33027729	-21946.04227464	2 9 
53885	2	-21920.33027729	-21946.04227464	2 9 
53886	2	-21920.33027729	-21946.04227464	2 9 
53887	2	-21920.33027729	-21946.04227464	2 9 
53888	2	-21920.33027729	-21946.04227464	2 9 
53889	2	-21920.33027729	-21946.04227464	2 9 
53890	2	-21920.33027729	-21946.04227464	2 9 
53891	2	-21920.33027729	-21946.04227464	2 9 
53892	2	-21920.33027729	-21946.04227464	2 9 
53893	2	-21920.33027729	-21946.04227464	2 9 
53894	2	-21920.33027729	-21946.04227464	2 9 
53895	2	-21920.18033854	-21946.11831093	2 9 
53896	2	-21920.18033854	-21946.11831093	2 9 
53897	2	-21920.18033854	-21946.11831093	2 9 
53898	3	-21925.60216024	-21952.77086396	6 8 9 
53899	3	-21925.60216024	-21952.77086396	6 8 9 
53900	3	-21925.60216024	-21952.77086396	6 8 9 
53901	3	-21925.40370917	-21952.73771462	6 8 9 
53902	2	-21921.10366629	-21946.50151378	2 9 
53903	2	-21920.92034401	-21946.29447578	2 9 
53904	2	-21922.84388358	-21948.21801535	4 9 
53905	2	-21922.84388358	-21948.21801535	4 9 
53906	2	-21923.20419581	-21948.66567024	4 9 
53907	2	-21922.37597765	-21947.95244069	4 9 
53908	2	-21922.61080869	-21948.03135056	4 9 
53909	1	-21923.59034023	-21947.30570236	9 
53910	1	-21923.59034023	-21947.30570236	9 
53911	1	-21923.59034023	-21947.30570236	9 
53912	2	-21920.92849574	-21946.40171579	1 9 
53913	2	-21921.66912965	-21947.15271204	1 9 
53914	3	-21922.36293929	-21950.04935008	2 6 9 
53915	2	-21920.41611836	-21946.56208411	1 9 
53916	2	-21920.41611836	-21946.56208411	1 9 
53917	2	-21920.18653237	-21946.93672433	1 9 
53918	3	-21923.66037322	-21950.59814418	1 8 9 
53919	2	-21921.80181759	-21947.36118928	1 9 
53920	2	-21921.80181759	-21947.36118928	1 9 
53921	2	-21921.80181759	-21947.36118928	1 9 
53922	2	-21921.27275931	-21946.64692517	1 9 
53923	2	-21921.27275931	-21946.64692517	1 9 
53924	2	-21921.27275931	-21946.64692517	1 9 
53925	2	-21922.10523551	-21947.89315491	1 9 
53926	2	-21920.6520788	-21946.39157831	1 9 
53927	2	-21920.65040216	-21946.39214802	1 9 
53928	2	-21920.65040216	-21946.39214802	1 9 
53929	2	-21920.65040216	-21946.39214802	1 9 
53930	2	-21920.65040216	-21946.39214802	1 9 
53931	2	-21920.75584862	-21946.37206118	1 9 
53932	2	-21920.71186254	-21946.37663548	1 9 
53933	1	-21923.48319437	-21947.3901094	9 
53934	1	-21923.48319437	-21947.3901094	9 
53935	1	-21923.48319437	-21947.3901094	9 
53936	2	-21920.36899181	-21946.03376475	2 9 
53937	2	-21921.05559835	-21946.4427302	2 9 
53938	2	-21920.38592217	-21946.03137197	2 9 
53939	2	-21920.38592217	-21946.03137197	2 9 
53940	2	-21920.06473024	-21946.22933674	2 9 
53941	2	-21920.35748204	-21946.03584848	2 9 
53942	2	-21920.35748204	-21946.03584848	2 9 
53943	2	-21920.27600535	-21946.06161662	2 9 
53944	2	-21920.27600535	-21946.06161662	2 9 
53945	2	-21920.27600535	-21946.06161662	2 9 
53946	3	-21922.38719177	-21950.09345634	2 9 15 
53947	2	-21921.15477155	-21946.56723984	2 9 
53948	2	-21920.16821309	-21946.12768341	2 9 
53949	2	-21920.16821309	-21946.12768341	2 9 
53950	3	-21923.4478115	-21950.94772686	2 4 9 
53951	2	-21920.16821309	-21946.12768341	2 9 
53952	2	-21920.16821309	-21946.12768341	2 9 
53953	2	-21920.88000987	-21946.25556351	2 9 
53954	1	-21923.2778496	-21947.95586464	9 
53955	2	-21921.3131656	-21946.7902883	2 9 
53956	2	-21922.14685611	-21948.30855723	2 9 
53957	2	-21920.49599646	-21946.03437956	2 9 
53958	3	-21923.8559225	-21950.78020653	2 9 15 
53959	3	-21923.54990458	-21950.47073695	2 9 15 
53960	2	-21920.83399786	-21946.21438519	2 9 
53961	2	-21920.55717404	-21946.04904605	2 9 
53962	2	-21920.55717404	-21946.04904605	2 9 
53963	2	-21920.55717404	-21946.04904605	2 9 
53964	3	-21923.09432077	-21950.12663782	2 6 9 
53965	2	-21920.55717404	-21946.04904605	2 9 
53966	3	-21923.33851426	-21950.37083131	2 8 9 
53967	3	-21923.33851426	-21950.37083131	2 8 9 
53968	3	-21923.08677142	-21950.267625	2 8 9 
53969	2	-21920.54656595	-21946.04587558	2 9 
53970	2	-21920.0712762	-21946.22170923	2 9 
53971	2	-21919.84385295	-21946.59413141	2 9 
53972	3	-21922.052953	-21950.3436765	2 9 15 
53973	2	-21920.82528325	-21946.20698474	2 9 
53974	2	-21920.50616004	-21946.03620089	2 9 
53975	2	-21921.09843401	-21946.49496952	2 9 
53976	2	-21921.09843401	-21946.49496952	2 9 
53977	2	-21921.09843401	-21946.49496952	2 9 
53978	2	-21921.09843401	-21946.49496952	2 9 
53979	2	-21919.86509669	-21946.54922857	2 9 
53980	2	-21920.20776022	-21946.8918921	1 9 
53981	2	-21921.46406437	-21947.0268139	2 9 
53982	2	-21921.46406437	-21947.0268139	2 9 
53983	2	-21921.46406437	-21947.0268139	2 9 
53984	2	-21921.46406437	-21947.0268139	2 9 
53985	2	-21921.46406437	-21947.0268139	2 9 
53986	2	-21921.46406437	-21947.0268139	2 9 
53987	2	-21921.46406437	-21947.0268139	2 9 
53988	2	-21921.39984454	-21946.92352364	2 9 
53989	2	-21921.39984454	-21946.92352364	2 9 
53990	2	-21921.39984454	-21946.92352364	2 9 
53991	1	-21924.04521426	-21947.8741499	9 
53992	1	-21923.77170775	-21947.38859581	9 
53993	1	-21923.77170775	-21947.38859581	9 
53994	1	-21923.77170775	-21947.38859581	9 
53995	2	-21920.9511583	-21946.32590427	2 9 
53996	2	-21920.64592122	-21946.08534056	2 9 
53997	2	-21920.64592122	-21946.08534056	2 9 
53998	2	-21920.64592122	-21946.08534056	2 9 
53999	2	-21920.64592122	-21946.08534056	2 9 
54000	2	-21920.64592122	-21946.08534056	2 9 
54001	2	-21919.89800597	-21946.48406255	2 9 
54002	2	-21919.94268774	-21946.40381094	2 9 
54003	2	-21919.94268774	-21946.40381094	2 9 
54004	2	-21919.94268774	-21946.40381094	2 9 
54005	2	-21919.94268774	-21946.40381094	2 9 
54006	2	-21919.94268774	-21946.40381094	2 9 
54007	2	-21920.84480463	-21946.22374085	2 9 
54008	2	-21920.84480463	-21946.22374085	2 9 
54009	2	-21920.55074547	-21946.04709392	2 9 
54010	2	-21920.55074547	-21946.04709392	2 9 
54011	2	-21920.55074547	-21946.04709392	2 9 
54012	2	-21920.55074547	-21946.04709392	2 9 
54013	2	-21920.27451381	-21946.06227467	2 9 
54014	2	-21920.27451381	-21946.06227467	2 9 
54015	3	-21923.56721074	-21950.89541665	1 9 13 
54016	2	-21920.61735363	-21946.40511449	1 9 
54017	3	-21923.59808355	-21950.92628945	1 6 9 
54018	2	-21920.80496282	-21946.37303488	1 9 
